user_id,feedback1,feedback2
71b43bd6-de9d-40d5-af39-3b51f954840f,5,2
71b43bd6-de9d-40d5-af39-3b51f954840f,1,5
a7694b93-230a-4823-bb9a-c35703f4dc6e,3,5
e6ab2d83-f122-45eb-a28c-e66999878fd5,4,4
e6ab2d83-f122-45eb-a28c-e66999878fd5,4,4
1406a6f7-6e3e-4595-ae46-1c1ea924ac1d,1,2
1406a6f7-6e3e-4595-ae46-1c1ea924ac1d,5,4
83951c78-252e-41da-bb94-e86f7a300533,5,5
